sample	sample_type.samples
TCGA-HC-8257-01A	9
TCGA-ER-A19K-01A	18
TCGA-22-5491-01A	4
TCGA-C8-A8HR-01A	1
TCGA-KL-8333-01A	27
TCGA-PC-A5DK-01A	13
TCGA-GJ-A9DB-01A	17
TCGA-17-Z026-01A	0
TCGA-RY-A83X-01A	20
TCGA-ET-A3BV-01A	14
TCGA-E7-A6ME-01A	12
TCGA-KK-A7AV-11A	8
TCGA-BH-A202-01A	1
TCGA-CL-5918-01A	30
TCGA-UY-A8OC-01A	12
TCGA-RB-AA9M-01A	11
TCGA-50-6593-01A	0
TCGA-BB-4224-01A	5
TCGA-IG-A7DP-01A	28
TCGA-37-A5EL-01A	4
TCGA-DA-A3F8-06A	18
TCGA-DW-7963-01B	15
TCGA-CJ-4874-01A	6
TCGA-24-0980-01A	3
TCGA-AG-A020-01A	30
TCGA-W5-AA33-01A	33
TCGA-C8-A274-01A	1
TCGA-CV-6441-11A	8
TCGA-81-5910-01A	10
TCGA-P4-A5ED-01A	15
TCGA-P4-A5ED-01B	15
TCGA-A8-A083-01A	1
TCGA-D5-5538-01A	24
TCGA-58-8387-11A	8
TCGA-06-0185-01A	10
TCGA-BP-4971-01A	6
TCGA-KN-8422-11A	8
TCGA-56-7730-01A	4
TCGA-53-7626-01A	0
TCGA-BP-4165-01A	6
TCGA-CV-7406-01A	5
TCGA-YL-A9WX-01A	9
TCGA-29-1704-02A	3
TCGA-AN-A04C-01A	1
TCGA-FE-A230-01A	14
TCGA-SX-A71U-01A	15
TCGA-DJ-A4V4-01A	14
TCGA-A2-A4S1-01A	1
TCGA-AC-A3BB-01A	1
TCGA-US-A779-01A	11
TCGA-CD-5800-01A	21
TCGA-YH-A8SY-01A	11
TCGA-77-7139-11A	8
TCGA-BH-A0BJ-01A	1
TCGA-CV-7178-01A	5
TCGA-B0-5706-01A	6
TCGA-13-0908-01B	3
TCGA-QQ-A5VD-01A	13
TCGA-AA-3489-11A	8
TCGA-N8-A4PQ-01A	29
TCGA-24-1843-01A	3
TCGA-26-5133-01A	10
TCGA-HT-A5R9-01A	20
TCGA-BH-A6R9-01A	1
TCGA-2L-AAQM-11A	8
TCGA-DD-AAVQ-01A	17
TCGA-08-0386-11A	8
TCGA-A8-A07W-01A	1
TCGA-BP-4961-01A	6
TCGA-GL-A59T-01A	15
TCGA-IB-7647-01A	11
TCGA-CV-5440-01A	5
TCGA-05-4424-01A	0
TCGA-AP-A05D-01A	2
TCGA-BH-A0HF-01A	1
TCGA-CZ-5467-11A	8
TCGA-AA-3506-11A	8
TCGA-US-A779-11A	8
TCGA-61-2088-11A	8
TCGA-DK-A6B1-01A	12
TCGA-BH-A0AY-11A	8
TCGA-L5-A43E-11A	8
TCGA-HW-7495-01A	20
TCGA-ED-A8O6-01A	17
TCGA-27-2524-01A	10
TCGA-B5-A0JN-01A	2
TCGA-78-8655-01A	0
TCGA-43-A56V-01A	4
TCGA-13-0897-01A	3
TCGA-NP-A5B3-01A	27
TCGA-AJ-A3BK-01A	2
TCGA-BH-A0C3-01A	1
TCGA-JY-A6FH-01A	28
TCGA-CZ-5985-11A	8
TCGA-B0-5117-01A	6
TCGA-B8-4620-01A	6
TCGA-OR-A5K1-01A	19
TCGA-W7-A93N-11A	8
TCGA-A3-3372-01A	6
TCGA-EO-A3KX-01A	2
TCGA-AA-3494-01A	24
TCGA-06-0240-01A	10
TCGA-AB-2888-03B	26
TCGA-CV-6934-11A	8
TCGA-AB-2888-03A	26
TCGA-33-4583-01A	4
TCGA-IB-A5SP-01A	11
TCGA-86-A4D0-01A	0
TCGA-85-8355-01A	4
TCGA-X8-AAAR-01A	28
TCGA-02-0114-01A	10
TCGA-S9-A6TX-01A	20
TCGA-VD-A8KN-01A	16
TCGA-61-1733-11A	8
TCGA-XE-AANR-01A	23
TCGA-BR-4257-01A	21
TCGA-BH-A0HA-11A	8
TCGA-BR-7715-01A	21
TCGA-EX-A1H6-01B	7
TCGA-AB-2848-03A	26
TCGA-FS-A1ZZ-06A	18
TCGA-EW-A6SB-01A	1
TCGA-GM-A2DM-01A	1
TCGA-97-8175-01A	0
TCGA-BG-A3EW-01A	2
TCGA-02-0289-01A	10
TCGA-2G-AAG7-01A	23
TCGA-E7-A8O8-01A	12
TCGA-04-1370-11A	8
TCGA-CW-5581-11A	8
TCGA-S3-AA15-01A	1
TCGA-2G-AAKG-05A	23
TCGA-P5-A736-01A	20
TCGA-FD-A5BT-01A	12
TCGA-BP-5177-01A	6
TCGA-LN-A49O-01A	28
TCGA-AA-3509-11A	8
TCGA-36-2530-01A	3
TCGA-3A-A9J0-01A	11
TCGA-04-1349-01A	3
TCGA-LD-A66U-01A	1
TCGA-X9-A971-01A	13
TCGA-A2-A1FV-01A	1
TCGA-DU-6397-02A	20
TCGA-CV-6436-11A	8
TCGA-F7-A624-01A	5
TCGA-D1-A1O5-01A	2
TCGA-17-Z006-01A	0
TCGA-76-6657-01A	10
TCGA-DX-A48N-01A	13
TCGA-AB-2907-03A	26
TCGA-B0-5088-11A	8
TCGA-AJ-A3BH-01A	2
TCGA-5P-A9KA-01A	15
TCGA-HC-A631-01A	9
TCGA-AG-3898-01A	30
TCGA-CH-5764-01A	9
TCGA-MU-A8JM-01A	7
TCGA-MP-A4T4-01A	0
TCGA-CV-7410-01A	5
TCGA-QQ-A5V9-01A	13
TCGA-AB-2988-11A	8
TCGA-EM-A1YD-11A	8
TCGA-25-2397-01A	3
TCGA-33-4533-11A	8
TCGA-BS-A0V8-01A	2
TCGA-AF-2692-11A	8
TCGA-A6-6141-01A	24
TCGA-BQ-7062-11A	8
TCGA-77-7338-01A	4
TCGA-19-0957-02A	10
TCGA-UW-A72M-01A	27
TCGA-CU-A3KJ-01A	12
TCGA-A4-A772-01A	15
TCGA-2W-A8YY-01A	7
TCGA-BP-4987-11A	8
TCGA-EJ-5526-01A	9
TCGA-AJ-A3EM-11A	8
TCGA-49-4501-01A	0
TCGA-B2-5635-11A	8
TCGA-04-1519-11A	8
TCGA-A3-3335-01A	6
TCGA-85-8071-01A	4
TCGA-02-0025-01A	10
TCGA-DB-A64P-01A	20
TCGA-FL-A1YN-11A	8
TCGA-BP-4789-01A	6
TCGA-FK-A3SH-01A	14
TCGA-LN-A4MR-01A	28
TCGA-BW-A5NO-01A	17
TCGA-77-8009-01A	4
TCGA-CJ-4869-11A	8
TCGA-A8-A08O-01A	1
TCGA-GM-A2DH-01A	1
TCGA-BR-6803-11A	8
TCGA-D1-A102-01A	2
TCGA-CZ-5453-01A	6
TCGA-17-Z044-01A	0
TCGA-EL-A3D4-01A	14
TCGA-GD-A76B-01A	12
TCGA-AF-5654-11A	8
TCGA-61-2017-01A	3
TCGA-58-A46M-01A	4
TCGA-BP-4804-01A	6
TCGA-HU-A4G2-01A	21
TCGA-TQ-A7RF-01A	20
TCGA-24-1603-01A	3
TCGA-CV-A6K2-01A	5
TCGA-BH-A18P-01A	1
TCGA-A4-8518-11A	8
TCGA-A5-A2K3-01A	2
TCGA-XX-A899-01A	1
TCGA-B5-A1MX-01A	2
TCGA-13-0923-01A	3
TCGA-24-0968-01A	3
TCGA-BH-A18N-01A	1
TCGA-HR-A2OH-06A	18
TCGA-EE-A2GD-06A	18
TCGA-BP-4994-01A	6
TCGA-69-7761-01A	0
TCGA-DE-A0XZ-01A	14
TCGA-77-7138-01A	4
TCGA-66-2786-01A	4
TCGA-CD-A486-01A	21
TCGA-04-1517-11A	8
TCGA-CC-A3MC-01A	17
TCGA-V4-A9EX-01A	16
TCGA-55-8507-01A	0
TCGA-08-0359-11A	8
TCGA-DW-7839-01A	15
TCGA-66-2737-01A	4
TCGA-EM-A2CN-01A	14
TCGA-FU-A57G-01A	7
TCGA-X4-A8KS-01A	9
TCGA-RD-A8MW-01A	21
TCGA-RD-A8N9-01A	21
TCGA-AK-3453-01A	6
TCGA-BT-A20V-11A	8
TCGA-CX-7086-01A	5
TCGA-UF-A7JC-01A	5
TCGA-HD-A4C1-01A	5
TCGA-E8-A433-01A	14
TCGA-WC-AA9A-01A	16
TCGA-61-1903-11A	8
TCGA-TM-A84S-01A	20
TCGA-CF-A3MF-01A	12
TCGA-AF-3400-01A	30
TCGA-AX-A2H7-01A	2
TCGA-MY-A5BD-01A	7
TCGA-73-4676-01A	0
TCGA-CV-6955-01A	5
TCGA-IC-A6RE-01A	28
TCGA-HC-8258-01A	9
TCGA-AB-2935-03A	26
TCGA-HC-8258-01B	9
TCGA-E9-A1NG-11A	8
TCGA-17-Z041-11A	8
TCGA-C5-A7CO-01A	7
TCGA-ZS-A9CG-01A	17
TCGA-QH-A6X8-01A	20
TCGA-FD-A3B6-01A	12
TCGA-BP-4807-01A	6
TCGA-FY-A3ON-01A	14
TCGA-B0-4852-01A	6
TCGA-29-1785-01A	3
TCGA-AB-2817-11C	8
TCGA-ET-A3DR-01A	14
TCGA-CR-6474-01A	5
TCGA-AB-2866-03B	26
TCGA-AB-2866-03C	26
TCGA-G9-6342-01A	9
TCGA-CJ-4912-11A	8
TCGA-17-Z054-01A	0
TCGA-14-1453-01A	10
TCGA-BC-A3KG-01A	17
TCGA-CH-5792-01A	9
TCGA-CW-6097-01A	6
TCGA-38-4630-11A	8
TCGA-05-4418-01A	0
TCGA-ED-A7XO-01A	17
TCGA-LL-A442-01A	1
TCGA-DD-AACM-01A	17
TCGA-KT-A7W1-01A	20
TCGA-D8-A1XV-01A	1
TCGA-CR-7392-01A	5
TCGA-GS-A9TX-01A	32
TCGA-IZ-A6M8-01A	15
TCGA-FY-A4B3-01A	14
TCGA-62-8397-11A	8
TCGA-12-0776-01A	10
TCGA-AJ-A3TW-01A	2
TCGA-AC-A3YI-01A	1
TCGA-HE-A5NL-01A	15
TCGA-06-0192-01B	10
TCGA-AB-2912-03A	26
TCGA-F4-6461-01A	24
TCGA-QL-A97D-01A	24
TCGA-VS-A9UU-01A	7
TCGA-AB-2809-03D	26
TCGA-VD-AA8T-01A	16
TCGA-AB-2809-03B	26
TCGA-39-5030-01A	4
TCGA-AO-A128-01A	1
TCGA-BL-A13J-01B	12
TCGA-B5-A3FC-01A	2
TCGA-BL-A13J-01A	12
TCGA-VQ-A8PZ-01A	21
TCGA-CJ-5689-01A	6
TCGA-50-5939-01A	0
TCGA-A6-4107-11A	8
TCGA-41-6646-01A	10
TCGA-41-6646-01B	10
TCGA-HV-AA8V-01A	11
TCGA-4B-A93V-01A	0
TCGA-24-1413-01A	3
TCGA-CJ-4882-11A	8
TCGA-Q3-AA2A-01A	11
TCGA-BF-A1PX-01A	18
TCGA-FE-A235-01A	14
TCGA-KK-A6E8-01A	9
TCGA-ZG-A9LM-01A	9
TCGA-BQ-5894-01A	15
TCGA-XE-AAO3-01A	23
TCGA-D8-A1XR-01A	1
TCGA-CV-A45T-01A	5
TCGA-CM-4746-01A	24
TCGA-2G-AAHL-01A	23
TCGA-HZ-A4BH-01A	11
TCGA-CH-5768-11A	8
TCGA-02-0051-01A	10
TCGA-BP-4342-11A	8
TCGA-A6-4105-01A	24
TCGA-CV-A45W-01A	5
TCGA-OL-A6VR-01A	1
TCGA-55-8094-01A	0
TCGA-BH-A8FY-01A	1
TCGA-XQ-A8TB-01A	9
TCGA-CZ-5459-01A	6
TCGA-CZ-5459-01B	6
TCGA-D1-A162-01A	2
TCGA-08-0245-11A	8
TCGA-06-0140-01A	10
TCGA-C4-A0F6-01A	12
TCGA-UZ-A9PK-01A	15
TCGA-EJ-7328-11A	8
TCGA-13-1500-01A	3
TCGA-CV-7423-11A	8
TCGA-42-2588-01A	3
TCGA-50-8457-11A	8
TCGA-HC-A8D1-01A	9
TCGA-AX-A3G8-01A	2
TCGA-2L-AAQE-11A	8
TCGA-BA-A6DE-01A	5
TCGA-91-6848-01A	0
TCGA-A7-A4SA-11A	8
TCGA-XN-A8T5-01A	11
TCGA-D8-A1JJ-01A	1
TCGA-SP-A6QF-01A	22
TCGA-78-7150-01A	0
TCGA-DA-A1I5-06A	18
TCGA-AX-A06L-01A	2
TCGA-2G-AALO-01A	23
TCGA-L5-A4OF-01A	28
TCGA-AB-2933-03A	26
TCGA-56-8307-01A	4
TCGA-BP-4769-11A	8
TCGA-B9-4114-01A	15
TCGA-DE-A4MD-01A	14
TCGA-B5-A11X-01A	2
TCGA-61-1911-01A	3
TCGA-BP-4347-11A	8
TCGA-UY-A78L-01A	12
TCGA-SX-A71R-01A	15
TCGA-OL-A66K-01A	1
TCGA-FD-A43X-01A	12
TCGA-GC-A6I3-01A	12
TCGA-B0-5092-01A	6
TCGA-FX-A48G-01A	13
TCGA-TS-A8AI-01A	31
TCGA-22-5491-11A	8
TCGA-BG-A3PP-11A	8
TCGA-57-1994-11A	8
TCGA-A7-A3IY-01A	1
TCGA-GC-A3WC-01A	12
TCGA-AB-2978-11A	8
TCGA-UN-AAZ9-01A	15
TCGA-B8-A7U6-01A	6
TCGA-RR-A6KA-01A	10
TCGA-XM-AAZ1-01A	25
TCGA-FB-AAQ2-01A	11
TCGA-55-8621-01A	0
TCGA-L5-A4OI-01A	28
TCGA-EJ-8468-01A	9
TCGA-E1-5318-01A	20
TCGA-BC-A10U-01A	17
TCGA-B4-5832-01A	6
TCGA-ZF-AA4R-01A	12
TCGA-S9-A6WD-01A	20
TCGA-S9-A7R8-01A	20
TCGA-LN-A49K-01A	28
TCGA-ZF-AA4W-01A	12
TCGA-ER-A19J-06A	18
TCGA-A3-3376-01A	6
TCGA-AZ-5403-01A	24
TCGA-73-7498-01A	0
TCGA-BA-A6DF-01A	5
TCGA-EL-A3ZT-01A	14
TCGA-XU-A92R-01A	25
TCGA-BJ-A2N7-01A	14
TCGA-B6-A2IU-01A	1
TCGA-55-6971-01A	0
TCGA-50-6597-01A	0
TCGA-61-1919-01A	3
TCGA-V1-A8MM-01A	9
TCGA-A2-A3XT-01A	1
TCGA-CA-6717-01A	24
TCGA-CF-A47S-01A	12
TCGA-ET-A3DV-11A	8
TCGA-31-1953-01A	3
TCGA-QR-A70X-01A	22
TCGA-IB-AAUP-01A	11
TCGA-AB-2807-03A	26
TCGA-AB-2807-03C	26
TCGA-AB-2807-03B	26
TCGA-EA-A78R-01A	7
TCGA-24-2288-01A	3
TCGA-EB-A5SF-01A	18
TCGA-DU-7009-01A	20
TCGA-29-1703-01A	3
TCGA-BF-AAP8-01A	18
TCGA-19-1392-01A	10
TCGA-XF-A9SX-01A	12
TCGA-55-1594-11A	8
TCGA-26-1440-01A	10
TCGA-06-0189-01A	10
TCGA-H7-A6C5-01A	5
TCGA-EB-A57M-01A	18
TCGA-YL-A8SO-01B	9
TCGA-3B-A9HR-01A	13
TCGA-EM-A4FR-01A	14
TCGA-AN-A0AJ-01A	1
TCGA-TQ-A7RQ-01A	20
TCGA-BP-4769-01A	6
TCGA-17-Z011-01A	0
TCGA-FS-A1YY-06A	18
TCGA-06-0210-01A	10
TCGA-KS-A41L-01A	14
TCGA-56-8305-11A	8
TCGA-ZG-A9LU-01A	9
TCGA-2G-AAGI-05A	23
TCGA-14-1043-01B	10
TCGA-KK-A8IM-01A	9
TCGA-DV-A4W0-05A	6
TCGA-B6-A40B-01A	1
TCGA-EM-A2CU-01A	14
TCGA-B7-A5TN-01A	21
TCGA-76-6191-01A	10
TCGA-3B-A9HQ-01A	13
TCGA-W2-A7HF-01A	22
TCGA-A8-A07O-01A	1
TCGA-E9-A3X8-01A	1
TCGA-LN-A49M-01A	28
TCGA-CZ-5460-11A	8
TCGA-BR-4357-11A	8
TCGA-UC-A7PG-01A	7
TCGA-BL-A5ZZ-11A	8
TCGA-IB-7885-01A	11
TCGA-L5-A88Y-11A	8
TCGA-D3-A51G-06A	18
TCGA-13-1511-01A	3
TCGA-CZ-4857-11A	8
TCGA-44-7667-11A	8
TCGA-A2-A0YF-01A	1
TCGA-B2-3924-11A	8
TCGA-H7-8501-01A	5
TCGA-L9-A443-01A	0
TCGA-AB-2823-11C	8
TCGA-DK-AA6W-01A	12
TCGA-EL-A4K0-11A	8
TCGA-AB-2915-11A	8
TCGA-ET-A25O-01A	14
TCGA-49-4506-11A	8
TCGA-BR-A452-01A	21
TCGA-V1-A9Z7-01A	9
TCGA-LP-A4AV-01A	7
TCGA-DK-A6B5-01A	12
TCGA-EE-A2GS-06A	18
TCGA-04-1364-01A	3
TCGA-DD-A4NO-01A	17
TCGA-DQ-7592-01A	5
TCGA-27-2528-01A	10
TCGA-EL-A3T7-01A	14
TCGA-W5-AA2I-11A	8
TCGA-KL-8336-01A	27
TCGA-S9-A6WH-01A	20
TCGA-VQ-A8PB-01A	21
TCGA-FA-A6HN-01A	32
TCGA-04-1530-01A	3
TCGA-CJ-4637-11A	8
TCGA-CS-6665-01A	20
TCGA-49-4494-01A	0
TCGA-BS-A0TI-01A	2
TCGA-DU-6395-02A	20
TCGA-P3-A5QF-01A	5
TCGA-2G-AAKL-01A	23
TCGA-GC-A3WC-11A	8
TCGA-EB-A3Y6-01A	18
TCGA-85-8479-01A	4
TCGA-EB-A51B-01A	18
TCGA-B0-4844-01A	6
TCGA-CD-8530-01A	21
TCGA-HC-7740-11A	8
TCGA-C5-A2M1-01A	7
TCGA-G9-7509-01A	9
TCGA-85-8351-01A	4
TCGA-HT-7479-01A	20
TCGA-KL-8339-01A	27
TCGA-17-Z001-01A	0
TCGA-BH-A0C0-01A	1
TCGA-05-4382-01A	0
TCGA-02-0024-01B	10
TCGA-ZF-A9R0-01A	12
TCGA-2G-AAG8-01A	23
TCGA-D1-A17U-01A	2
TCGA-N5-A4RN-01A	29
TCGA-DJ-A3UX-01A	14
TCGA-DA-A3F5-06A	18
TCGA-CJ-5675-01A	6
TCGA-2H-A9GO-11A	8
TCGA-V5-A7RC-01B	28
TCGA-S3-AA14-01A	1
TCGA-XT-AASU-01A	31
TCGA-55-8511-01A	0
TCGA-BC-A10Z-11A	8
TCGA-AR-A24V-01A	1
TCGA-EJ-A46G-01A	9
TCGA-DB-A4XB-01A	20
TCGA-C8-A26W-01A	1
TCGA-A8-A07R-01A	1
TCGA-OR-A5KS-01A	19
TCGA-AR-A1AJ-01A	1
TCGA-CA-5254-01A	24
TCGA-2Z-A9JI-01A	15
TCGA-A7-A3J0-01A	1
TCGA-CJ-4907-01A	6
TCGA-22-5472-11A	8
TCGA-EA-A556-01A	7
TCGA-D3-A1Q6-06A	18
TCGA-ER-A3PL-06A	18
TCGA-E1-A7YH-01A	20
TCGA-EO-A1Y5-01A	2
TCGA-56-8626-01A	4
TCGA-AZ-4615-01A	24
TCGA-HB-A2OT-01A	13
TCGA-95-7039-01A	0
TCGA-BC-A3KF-01A	17
TCGA-BF-AAP2-01A	18
TCGA-63-5131-01A	4
TCGA-AG-3894-01A	30
TCGA-66-2773-11A	8
TCGA-2G-AAF1-01A	23
TCGA-JV-A75J-01A	13
TCGA-14-0813-01A	10
TCGA-PG-A6IB-01A	2
TCGA-CN-A642-01A	5
TCGA-AJ-A8CW-01A	2
TCGA-DJ-A2PX-01A	14
TCGA-CR-7398-01A	5
TCGA-CQ-A4CG-01A	5
TCGA-BP-4803-01A	6
TCGA-DX-A7EI-01A	13
TCGA-XE-AANJ-01A	23
TCGA-AB-2821-11B	8
TCGA-AB-2821-11A	8
TCGA-04-1367-01A	3
TCGA-AN-A046-01A	1
TCGA-HC-7820-11A	8
TCGA-66-2781-11A	8
TCGA-XK-AAK1-01A	9
TCGA-G9-6362-01A	9
TCGA-XS-A8TJ-01A	7
TCGA-AA-A00A-01A	24
TCGA-EE-A3AB-06A	18
TCGA-66-2727-01A	4
TCGA-EW-A6SC-01A	1
TCGA-VQ-A8PD-01A	21
TCGA-E6-A8L9-01A	2
TCGA-D1-A177-01A	2
TCGA-CW-6093-11A	8
TCGA-24-1422-01A	3
TCGA-CV-A45U-01A	5
TCGA-NC-A5HK-01A	4
TCGA-DX-AB2V-01A	13
TCGA-HL-7533-01A	5
TCGA-AB-2823-03B	26
TCGA-B5-A11M-01A	2
TCGA-17-Z048-01A	0
TCGA-CJ-4895-01A	6
TCGA-E2-A10C-01A	1
TCGA-ZJ-A8QQ-01A	7
TCGA-BP-4345-11A	8
TCGA-VD-A8KK-01A	16
TCGA-EY-A1GQ-01A	2
TCGA-2A-A8VO-01A	9
TCGA-D8-A27E-01A	1
TCGA-HT-A74J-01A	20
TCGA-FB-AAQ3-11A	8
TCGA-HT-8110-01A	20
TCGA-AZ-6603-11A	8
TCGA-HC-8262-01A	9
TCGA-AG-A032-01A	30
TCGA-BP-4971-11A	8
TCGA-YL-A8SR-01B	9
TCGA-55-6968-01A	0
TCGA-77-A5GA-01A	4
TCGA-VS-A8QF-01A	7
TCGA-73-4658-11A	8
TCGA-50-8460-11A	8
TCGA-61-2109-01A	3
TCGA-AB-2825-11B	8
TCGA-VD-A8KD-01A	16
TCGA-W3-AA1W-06A	18
TCGA-W5-AA2M-01A	33
TCGA-D7-A74A-01A	21
TCGA-CJ-4871-01A	6
TCGA-FD-A3B5-01A	12
TCGA-33-AASD-01A	4
TCGA-02-0336-01A	10
TCGA-TS-A8AY-01A	31
TCGA-A2-A0CX-01A	1
TCGA-LT-A5Z6-01A	12
TCGA-CZ-5465-01A	6
TCGA-CF-A9FM-01A	12
TCGA-VW-A8FI-01A	20
TCGA-EL-A4KG-01A	14
TCGA-MA-AA41-01A	7
TCGA-25-1633-01A	3
TCGA-5P-A9JV-01A	15
TCGA-AA-A029-01A	24
TCGA-CX-A4AQ-01A	5
TCGA-DX-A48R-01A	13
TCGA-WC-A87U-01A	16
TCGA-24-1469-01A	3
TCGA-22-4595-01A	4
TCGA-AJ-A3OL-01A	2
TCGA-PR-A5PF-01A	22
TCGA-CN-6019-01A	5
TCGA-D8-A73W-01A	1
TCGA-CJ-4918-01A	6
TCGA-BP-5009-01A	6
TCGA-BJ-A45D-11A	8
TCGA-CV-7440-01A	5
TCGA-A8-A07B-01A	1
TCGA-EL-A3T6-11A	8
TCGA-BT-A20P-01A	12
TCGA-50-6594-01A	0
TCGA-ZB-A963-01A	25
TCGA-AB-2816-03C	26
TCGA-AB-2816-03B	26
TCGA-AB-2816-03A	26
TCGA-AJ-A3NF-01A	2
TCGA-DF-A2KV-01A	2
TCGA-BF-A5ES-01A	18
TCGA-D1-A17B-01A	2
TCGA-EM-A1YE-11A	8
TCGA-NA-A4QY-01A	29
TCGA-CE-A3ME-01A	14
TCGA-BH-A1ES-11A	8
TCGA-C5-A7CK-01A	7
TCGA-RW-A689-01A	22
TCGA-EL-A3MZ-01A	14
TCGA-AJ-A3EJ-01A	2
TCGA-XE-AAOJ-01A	23
TCGA-YU-A94D-01A	23
TCGA-P5-A5F6-01A	20
TCGA-MG-AAMC-01A	9
TCGA-BJ-A290-11A	8
TCGA-A5-A0GJ-01A	2
TCGA-AA-3989-01A	24
TCGA-55-7227-01A	0
TCGA-FG-A70Y-01A	20
TCGA-BP-4763-01A	6
TCGA-59-2354-11A	8
TCGA-06-2567-01A	10
TCGA-A6-2683-11A	8
TCGA-50-5044-01A	0
TCGA-EB-A551-01A	18
TCGA-16-1056-01B	10
TCGA-ZG-A9L0-01A	9
TCGA-BJ-A28S-01A	14
TCGA-VS-A9UC-01A	7
TCGA-3A-A9IC-01A	11
TCGA-TM-A84G-01A	20
TCGA-VS-A9UZ-01A	7
TCGA-AC-A23E-01A	1
TCGA-B0-5690-01A	6
TCGA-D1-A15V-01A	2
TCGA-SH-A7BD-01A	31
TCGA-77-7337-11A	8
TCGA-2G-AALW-01A	23
TCGA-EM-A3O8-01A	14
TCGA-KC-A7FD-01A	9
TCGA-AA-3971-01A	24
TCGA-CD-8524-01A	21
TCGA-BQ-5888-01A	15
TCGA-HC-A6AO-01A	9
TCGA-06-0158-01A	10
TCGA-AA-3845-01A	24
TCGA-B0-4822-11A	8
TCGA-A8-A09D-01A	1
TCGA-06-0676-11A	8
TCGA-02-0070-01A	10
TCGA-BP-5178-11A	8
TCGA-WY-A85E-01A	20
TCGA-AA-3846-01A	24
TCGA-EQ-8122-11A	8
TCGA-44-7660-11A	8
TCGA-99-8028-01A	0
TCGA-VT-A80J-02A	13
TCGA-06-0402-01A	10
TCGA-VM-A8CB-01A	20
TCGA-AD-A5EK-01A	24
TCGA-55-7994-11A	8
TCGA-B9-5155-01A	15
TCGA-BQ-5878-11A	8
TCGA-22-4591-11A	8
TCGA-D1-A16E-01A	2
TCGA-49-AAR0-01A	0
TCGA-24-1565-01A	3
TCGA-BH-A1FN-01A	1
TCGA-AB-2930-03A	26
TCGA-HG-A9SC-01A	7
TCGA-E2-A1LH-01A	1
TCGA-FG-A6J3-01A	20
TCGA-02-0037-01A	10
TCGA-L5-A8NJ-01A	28
TCGA-A8-A09Q-01A	1
TCGA-25-1871-01A	3
TCGA-02-0038-01A	10
TCGA-OR-A5LA-01A	19
TCGA-A6-A567-01A	24
TCGA-29-1775-01A	3
TCGA-FG-8185-01A	20
TCGA-ED-A82E-01A	17
TCGA-E9-A1N6-01A	1
TCGA-FC-7708-01A	9
TCGA-HT-A5RB-01A	20
TCGA-43-A474-01A	4
TCGA-BR-4368-01A	21
TCGA-BK-A13B-01A	2
TCGA-GN-A26D-06A	18
TCGA-BP-4985-01A	6
TCGA-E9-A1RI-01A	1
TCGA-41-5651-01A	10
TCGA-OR-A5K8-01A	19
TCGA-EL-A3T8-01A	14
TCGA-BR-8369-01A	21
TCGA-AB-2810-03A	26
TCGA-04-1356-01A	3
TCGA-AB-2810-03C	26
TCGA-AB-2810-03B	26
TCGA-A7-A4SC-01A	1
TCGA-A2-A0EO-01A	1
TCGA-WB-A80L-01A	22
TCGA-OR-A5L3-01A	19
TCGA-D5-6533-01A	24
TCGA-KK-A7AU-11A	8
TCGA-UC-A7PD-01A	7
TCGA-BR-7197-01A	21
TCGA-PK-A5HC-11A	8
TCGA-J4-A83J-01A	9
TCGA-NC-A5HH-01A	4
TCGA-32-4210-01A	10
TCGA-AR-A24M-01A	1
TCGA-HC-7211-01A	9
TCGA-BP-4801-11A	8
TCGA-CJ-4878-01A	6
TCGA-FP-A4BE-01A	21
TCGA-AB-2895-03A	26
TCGA-EE-A29V-06A	18
TCGA-44-7672-01A	0
TCGA-DF-A2KN-01A	2
TCGA-CV-7435-11A	8
TCGA-KS-A4I3-01A	14
TCGA-MT-A67D-01A	5
TCGA-EQ-A4SO-11A	8
TCGA-DJ-A1QO-01A	14
TCGA-A2-A3Y0-01A	1
TCGA-EW-A1IW-01A	1
TCGA-EE-A29R-06A	18
TCGA-TQ-A7RV-01A	20
TCGA-AA-3534-11A	8
TCGA-B0-5096-11A	8
TCGA-22-1005-01A	4
TCGA-04-1655-01A	3
TCGA-DA-A3F2-06A	18
TCGA-A4-A5Y1-01A	15
TCGA-CF-A47T-01A	12
TCGA-QR-A6GS-01A	22
TCGA-W2-A7UY-01A	22
TCGA-DH-A66B-01A	20
TCGA-4Z-AA7M-01A	12
TCGA-06-6698-01A	10
TCGA-E2-A1IF-01A	1
TCGA-CG-5730-01A	21
TCGA-Z4-AAPF-01A	13
TCGA-ET-A2N5-01A	14
TCGA-AG-3574-01A	30
TCGA-BR-7717-01A	21
TCGA-RW-A686-06A	22
TCGA-CV-7254-01A	5
TCGA-RY-A845-01A	20
TCGA-FD-A3SJ-01A	12
TCGA-08-0380-01A	10
TCGA-44-7659-11A	8
TCGA-DX-A7ER-01A	13
TCGA-AR-A1AX-01A	1
TCGA-24-2289-01A	3
TCGA-H4-A2HQ-01A	12
TCGA-YG-AA3P-06A	18
TCGA-AG-A01W-01A	30
TCGA-61-2613-01A	3
TCGA-UZ-A9PL-01A	15
TCGA-CK-4950-01A	24
TCGA-SR-A6MU-01A	22
TCGA-ZG-A9L9-01A	9
TCGA-BF-A3DL-01A	18
TCGA-XM-A8RD-01A	25
TCGA-CZ-5457-11A	8
