Gene_stable_ID	CHR
ENSG00000137310	6
ENSG00000200391	15
ENSG00000227973	15
ENSG00000166763	15
ENSG00000177108	14
ENSG00000173960	2
ENSG00000269883	14
ENSG00000278239	19
ENSG00000258552	14
ENSG00000201384	14
ENSG00000255974	19
ENSG00000269826	16
ENSG00000221754	14
ENSG00000260420	16
ENSG00000257997	12
ENSG00000140416	15
ENSG00000100577	14
ENSG00000051523	16
ENSG00000204528	6
ENSG00000256843	12
ENSG00000272501	6
ENSG00000258179	12
ENSG00000271821	6
ENSG00000255726	6
ENSG00000255899	6
ENSG00000254653	11
ENSG00000183273	12
ENSG00000255314	11
ENSG00000231134	2
ENSG00000237055	2
ENSG00000137411	6
ENSG00000268895	19
ENSG00000254871	11
ENSG00000234943	2
ENSG00000255269	11
ENSG00000135973	2
ENSG00000231626	2
ENSG00000254639	11
ENSG00000157613	11
ENSG00000272663	2
ENSG00000271627	2
ENSG00000230690	2
ENSG00000269519	19
ENSG00000099326	19
ENSG00000224869	2
ENSG00000258285	12
ENSG00000178021	2
ENSG00000269938	12
ENSG00000227270	2
ENSG00000229089	2
ENSG00000173598	12
ENSG00000165264	9
ENSG00000271097	2
ENSG00000237880	2
ENSG00000223863	2
ENSG00000259813	16
ENSG00000271894	2
ENSG00000159618	16
ENSG00000149091	11
ENSG00000222432	7
ENSG00000232756	7
ENSG00000232303	9
ENSG00000122728	9
ENSG00000171094	2
ENSG00000281008	7
ENSG00000223440	9
ENSG00000280958	7
ENSG00000231322	7
ENSG00000230516	9
ENSG00000238001	9
ENSG00000107201	9
ENSG00000225931	1
ENSG00000279611	19
ENSG00000236601	1
ENSG00000226230	7
ENSG00000251276	7
ENSG00000104823	19
ENSG00000226978	7
ENSG00000212545	7
ENSG00000229110	7
ENSG00000281120	7
ENSG00000253554	8
ENSG00000171729	1
ENSG00000212482	7
ENSG00000222024	7
ENSG00000226285	7
ENSG00000187682	X
ENSG00000102109	X
ENSG00000253721	8
ENSG00000187391	7
ENSG00000164841	8
ENSG00000156804	8
ENSG00000102103	X
ENSG00000141012	16
ENSG00000228150	1
ENSG00000175262	1
ENSG00000166046	12
ENSG00000279457	1
ENSG00000254306	8
ENSG00000137547	8
ENSG00000267254	19
ENSG00000162571	1
ENSG00000269533	19
ENSG00000088543	3
ENSG00000006837	5
ENSG00000069399	19
ENSG00000196090	20
ENSG00000197579	9
ENSG00000100580	14
ENSG00000148400	9
ENSG00000103335	16
ENSG00000279640	12
ENSG00000258510	14
ENSG00000279993	12
ENSG00000256071	12
ENSG00000183828	14
ENSG00000257410	12
ENSG00000258172	12
ENSG00000231181	1
ENSG00000185610	12
ENSG00000254248	8
ENSG00000238173	1
ENSG00000268533	19
ENSG00000248522	8
ENSG00000158109	1
ENSG00000253619	8
ENSG00000189114	19
ENSG00000245330	8
ENSG00000136048	12
ENSG00000253583	8
ENSG00000253911	8
ENSG00000180938	8
ENSG00000168273	3
ENSG00000125484	9
ENSG00000229393	1
ENSG00000269978	1
ENSG00000266985	19
ENSG00000037637	1
ENSG00000235278	3
ENSG00000273111	19
ENSG00000114383	3
ENSG00000165695	9
ENSG00000257289	12
ENSG00000126768	X
ENSG00000120992	8
ENSG00000256312	12
ENSG00000258500	14
ENSG00000253075	14
ENSG00000259031	14
ENSG00000257164	12
ENSG00000249842	5
ENSG00000258576	14
ENSG00000236807	19
ENSG00000184163	1
ENSG00000250787	5
ENSG00000197358	14
ENSG00000251187	5
ENSG00000240708	3
ENSG00000139767	12
ENSG00000173809	19
ENSG00000240179	14
ENSG00000239831	3
ENSG00000248555	5
ENSG00000258038	14
ENSG00000144724	3
ENSG00000224992	9
ENSG00000165698	9
ENSG00000253404	5
ENSG00000250167	5
ENSG00000248192	5
ENSG00000235275	5
ENSG00000159423	1
ENSG00000248674	5
ENSG00000249082	5
ENSG00000171643	5
ENSG00000127324	12
ENSG00000280104	5
ENSG00000112972	5
ENSG00000165699	9
ENSG00000257523	14
ENSG00000258028	14
ENSG00000102100	X
ENSG00000273356	3
ENSG00000225673	3
ENSG00000252065	14
ENSG00000257522	14
ENSG00000149679	20
ENSG00000163812	3
ENSG00000249115	19
ENSG00000168748	16
ENSG00000257848	12
ENSG00000258107	14
ENSG00000233508	20
ENSG00000123384	12
ENSG00000227513	2
ENSG00000259056	2
ENSG00000212518	14
ENSG00000225765	2
ENSG00000257120	14
ENSG00000205181	20
ENSG00000252686	14
ENSG00000228968	2
ENSG00000259116	14
ENSG00000227842	2
ENSG00000259160	14
ENSG00000131711	5
ENSG00000163235	2
ENSG00000165807	14
ENSG00000260876	16
ENSG00000237767	20
ENSG00000235621	20
ENSG00000142599	1
ENSG00000248592	3
ENSG00000259076	14
ENSG00000259010	14
ENSG00000267378	19
ENSG00000126822	14
ENSG00000174586	19
ENSG00000232907	20
ENSG00000235058	3
ENSG00000231915	3
ENSG00000266953	19
ENSG00000243491	2
ENSG00000244226	3
ENSG00000006625	7
ENSG00000271615	2
ENSG00000174840	3
ENSG00000281832	6
ENSG00000268049	19
ENSG00000130612	19
ENSG00000216624	6
ENSG00000238034	20
ENSG00000231297	6
ENSG00000276643	6
ENSG00000201292	6
ENSG00000234067	3
ENSG00000280991	6
ENSG00000281358	3
ENSG00000264102	11
ENSG00000273420	19
ENSG00000233365	6
ENSG00000273600	11
ENSG00000270941	3
ENSG00000225127	20
ENSG00000243297	19
ENSG00000213536	6
ENSG00000230123	3
ENSG00000168658	2
ENSG00000176381	6
ENSG00000077458	11
ENSG00000170858	19
ENSG00000198818	6
ENSG00000154814	3
ENSG00000281039	7
ENSG00000230847	5
ENSG00000131143	16
ENSG00000244480	7
ENSG00000105697	19
ENSG00000249017	5
ENSG00000264520	7
ENSG00000230155	20
ENSG00000226874	7
ENSG00000249203	5
ENSG00000226465	20
ENSG00000263683	7
ENSG00000248559	5
ENSG00000223442	5
ENSG00000106113	7
ENSG00000230387	20
ENSG00000198251	19
ENSG00000186230	19
ENSG00000233231	6
ENSG00000060762	6
ENSG00000126267	19
ENSG00000261420	6
ENSG00000070182	14
ENSG00000164283	5
ENSG00000280057	6
ENSG00000232082	6
ENSG00000222958	6
ENSG00000164458	6
ENSG00000248127	5
ENSG00000248979	5
ENSG00000251552	5
ENSG00000249131	5
ENSG00000250555	5
ENSG00000251027	5
ENSG00000102096	X
ENSG00000130758	19
ENSG00000250446	5
ENSG00000268078	16
ENSG00000270741	5
ENSG00000260530	16
ENSG00000166037	11
ENSG00000145708	5
ENSG00000168367	16
ENSG00000068308	X
ENSG00000157343	6
ENSG00000271830	8
ENSG00000181171	8
ENSG00000234040	12
ENSG00000176659	20
ENSG00000279171	12
ENSG00000249375	8
ENSG00000163939	3
ENSG00000158023	12
ENSG00000254084	8
ENSG00000253814	8
ENSG00000272128	8
ENSG00000142025	19
ENSG00000255457	8
ENSG00000067369	15
ENSG00000237595	20
ENSG00000231977	20
ENSG00000132561	8
ENSG00000214890	5
ENSG00000174136	5
ENSG00000228340	20
ENSG00000198663	6
ENSG00000260026	16
ENSG00000267760	19
ENSG00000268307	19
ENSG00000279155	X
ENSG00000215765	19
ENSG00000223309	X
ENSG00000230929	5
ENSG00000102057	X
ENSG00000239988	19
ENSG00000253807	5
ENSG00000261285	16
ENSG00000106105	7
ENSG00000269353	19
ENSG00000257586	12
ENSG00000161281	19
ENSG00000227169	1
ENSG00000260880	16
ENSG00000151882	5
ENSG00000230790	2
ENSG00000009830	14
ENSG00000068400	X
ENSG00000260115	16
ENSG00000196498	12
ENSG00000086696	16
ENSG00000011021	1
ENSG00000115875	2
ENSG00000279686	5
ENSG00000152475	19
ENSG00000164512	5
ENSG00000222578	11
ENSG00000242993	11
ENSG00000243772	19
ENSG00000226180	16
ENSG00000260617	16
ENSG00000172638	11
ENSG00000278893	16
ENSG00000268532	16
ENSG00000268683	19
ENSG00000276393	16
ENSG00000268238	19
ENSG00000247033	16
ENSG00000124532	6
ENSG00000267683	19
ENSG00000278716	16
ENSG00000268163	19
ENSG00000274092	16
ENSG00000260715	16
ENSG00000261199	16
ENSG00000242473	19
ENSG00000270222	16
ENSG00000273659	16
ENSG00000261063	16
ENSG00000260162	16
ENSG00000006210	16
ENSG00000124299	19
ENSG00000248211	5
ENSG00000249026	5
ENSG00000184188	5
ENSG00000145757	5
ENSG00000259999	16
ENSG00000261818	16
ENSG00000260183	16
ENSG00000260594	16
ENSG00000153774	16
ENSG00000227172	7
ENSG00000241127	7
ENSG00000124224	20
ENSG00000251261	5
ENSG00000251281	5
ENSG00000248445	5
ENSG00000236015	7
ENSG00000231951	7
ENSG00000215630	5
ENSG00000106540	7
ENSG00000249478	5
ENSG00000006451	7
ENSG00000237013	2
ENSG00000250514	16
ENSG00000213301	2
ENSG00000245768	16
ENSG00000272482	1
ENSG00000049883	5
ENSG00000235847	2
ENSG00000260417	16
ENSG00000196696	16
ENSG00000238207	2
ENSG00000215912	1
ENSG00000214329	2
ENSG00000178409	6
ENSG00000228554	7
ENSG00000252480	7
ENSG00000270797	7
ENSG00000085377	6
ENSG00000226220	7
ENSG00000231198	7
ENSG00000233225	7
ENSG00000120952	1
ENSG00000275094	2
ENSG00000188185	7
ENSG00000233158	2
ENSG00000163121	2
ENSG00000243073	1
ENSG00000253967	8
ENSG00000254492	8
ENSG00000175324	8
ENSG00000208014	7
ENSG00000142615	1
ENSG00000207656	7
ENSG00000172500	11
ENSG00000004948	7
ENSG00000227120	2
ENSG00000173557	2
ENSG00000275387	X
ENSG00000221750	X
ENSG00000140876	16
ENSG00000156509	8
ENSG00000067445	X
ENSG00000068724	2
ENSG00000174403	20
ENSG00000215704	1
ENSG00000213079	6
ENSG00000137575	8
ENSG00000235590	20
ENSG00000276337	16
ENSG00000260504	16
ENSG00000279082	20
ENSG00000174177	16
ENSG00000065526	1
ENSG00000230492	20
ENSG00000267580	19
ENSG00000125498	19
ENSG00000228705	20
ENSG00000156970	15
ENSG00000175602	11
ENSG00000175592	11
ENSG00000238102	20
ENSG00000228812	20
ENSG00000157916	1
ENSG00000227906	20
ENSG00000175573	11
ENSG00000112144	6
ENSG00000175550	11
ENSG00000257335	7
ENSG00000142556	19
ENSG00000249282	5
ENSG00000249825	5
ENSG00000251536	12
ENSG00000123407	12
ENSG00000270513	5
ENSG00000272523	5
ENSG00000249996	5
ENSG00000274859	12
ENSG00000223891	20
ENSG00000257696	12
ENSG00000123338	12
ENSG00000205571	5
ENSG00000171574	19
ENSG00000234684	20
ENSG00000203760	6
ENSG00000175513	11
ENSG00000224397	20
ENSG00000157881	1
ENSG00000213753	19
ENSG00000095981	6
ENSG00000256087	19
ENSG00000175467	11
ENSG00000253851	8
ENSG00000184394	14
ENSG00000233917	15
ENSG00000253328	8
ENSG00000250929	8
ENSG00000280261	16
ENSG00000142208	14
ENSG00000255107	8
ENSG00000181019	16
ENSG00000254124	8
ENSG00000155792	8
ENSG00000263816	9
ENSG00000234907	9
ENSG00000238558	9
ENSG00000196205	9
ENSG00000165702	9
ENSG00000232098	19
ENSG00000197408	19
ENSG00000164484	6
ENSG00000256810	12
ENSG00000184508	15
ENSG00000257444	12
ENSG00000271266	3
ENSG00000256950	12
ENSG00000228337	3
ENSG00000135597	6
ENSG00000256988	12
ENSG00000173473	3
ENSG00000255531	8
ENSG00000258288	12
ENSG00000250727	8
ENSG00000271614	12
ENSG00000253207	8
ENSG00000255968	12
ENSG00000254102	8
ENSG00000270061	12
ENSG00000250654	12
ENSG00000106536	7
ENSG00000255750	12
ENSG00000236875	9
ENSG00000134830	19
ENSG00000116213	1
ENSG00000254867	11
ENSG00000215114	8
ENSG00000181404	9
ENSG00000175376	11
ENSG00000248636	12
ENSG00000279240	5
ENSG00000213755	5
ENSG00000255192	15
ENSG00000250602	5
ENSG00000258225	12
ENSG00000105219	19
ENSG00000218018	20
ENSG00000241556	12
ENSG00000258274	12
ENSG00000259974	20
ENSG00000250806	5
ENSG00000227518	9
ENSG00000137872	15
ENSG00000182870	12
ENSG00000248528	5
ENSG00000218839	9
ENSG00000248245	5
ENSG00000198931	16
ENSG00000250444	5
ENSG00000280368	5
ENSG00000174365	20
ENSG00000272203	5
ENSG00000251050	5
ENSG00000105372	19
ENSG00000248422	5
ENSG00000244921	5
ENSG00000173926	5
ENSG00000227917	9
ENSG00000231808	9
ENSG00000170122	9
ENSG00000120899	8
ENSG00000086717	X
ENSG00000130429	7
ENSG00000250062	4
ENSG00000172785	9
ENSG00000243859	5
ENSG00000252757	4
ENSG00000266515	4
ENSG00000279860	5
ENSG00000251379	4
ENSG00000248170	5
ENSG00000249721	5
ENSG00000146005	5
ENSG00000151834	4
ENSG00000238290	1
ENSG00000225387	1
ENSG00000176678	16
ENSG00000170275	3
ENSG00000184517	16
ENSG00000268543	19
ENSG00000264257	19
ENSG00000259009	19
ENSG00000268912	19
ENSG00000175334	11
ENSG00000234465	19
ENSG00000204929	2
ENSG00000243149	3
ENSG00000279197	5
ENSG00000248927	5
ENSG00000140836	16
ENSG00000187778	12
ENSG00000176788	5
ENSG00000204670	2
ENSG00000144619	3
ENSG00000248752	5
ENSG00000275055	19
ENSG00000169621	2
ENSG00000259108	19
ENSG00000048707	1
ENSG00000175315	11
ENSG00000250947	5
ENSG00000249360	5
ENSG00000157111	5
ENSG00000175294	11
ENSG00000260160	19
ENSG00000105369	19
ENSG00000249483	5
ENSG00000113583	5
ENSG00000175229	11
ENSG00000223611	X
ENSG00000226341	2
ENSG00000249230	5
ENSG00000214124	X
ENSG00000067992	X
ENSG00000164219	5
ENSG00000259995	16
ENSG00000153214	2
ENSG00000105220	19
ENSG00000087365	11
ENSG00000103005	16
ENSG00000221977	14
ENSG00000207952	14
ENSG00000184887	14
ENSG00000237682	X
ENSG00000126947	X
ENSG00000271321	7
ENSG00000275400	7
ENSG00000176198	14
ENSG00000232491	7
ENSG00000177418	7
ENSG00000204072	X
ENSG00000225573	7
ENSG00000198960	X
ENSG00000113658	5
ENSG00000198513	14
ENSG00000272831	7
ENSG00000271064	7
ENSG00000232546	7
ENSG00000230295	7
ENSG00000135638	2
ENSG00000212568	7
ENSG00000273142	7
ENSG00000179131	7
ENSG00000274135	7
ENSG00000102401	X
ENSG00000106560	7
ENSG00000159692	4
ENSG00000213203	7
ENSG00000224173	2
ENSG00000281887	7
ENSG00000177590	7
ENSG00000241134	7
ENSG00000106565	7
ENSG00000226348	16
ENSG00000279604	16
ENSG00000240513	14
ENSG00000205018	16
ENSG00000213867	14
ENSG00000168411	16
ENSG00000100473	14
ENSG00000228275	X
ENSG00000261101	X
ENSG00000068001	3
ENSG00000207291	X
ENSG00000230696	2
ENSG00000174407	20
ENSG00000184867	X
ENSG00000162869	2
ENSG00000164197	5
ENSG00000279907	16
ENSG00000261783	16
ENSG00000280214	16
ENSG00000277559	16
ENSG00000260797	16
ENSG00000261313	16
ENSG00000241367	3
ENSG00000262904	16
ENSG00000186451	3
ENSG00000234139	20
ENSG00000255038	11
ENSG00000237190	5
ENSG00000002933	7
ENSG00000186187	16
ENSG00000254461	11
ENSG00000254855	11
ENSG00000254762	11
ENSG00000239383	3
ENSG00000231280	3
ENSG00000174903	11
ENSG00000226017	3
ENSG00000272360	3
ENSG00000213450	3
ENSG00000241593	3
ENSG00000145649	5
ENSG00000232406	20
ENSG00000254132	5
ENSG00000011198	3
ENSG00000232442	20
ENSG00000155329	5
ENSG00000245156	11
ENSG00000254452	11
ENSG00000174871	11
ENSG00000188038	16
ENSG00000232645	20
ENSG00000223753	X
ENSG00000212584	X
ENSG00000128050	4
ENSG00000169249	X
ENSG00000256149	12
ENSG00000256906	12
ENSG00000277173	12
ENSG00000249873	12
ENSG00000184860	16
ENSG00000239642	5
ENSG00000196756	20
ENSG00000235945	7
ENSG00000257157	12
ENSG00000174851	11
ENSG00000120800	12
ENSG00000140873	16
ENSG00000252115	7
ENSG00000222150	7
ENSG00000227199	7
ENSG00000275359	7
ENSG00000145692	5
ENSG00000277583	7
ENSG00000214188	7
ENSG00000132182	3
ENSG00000273596	7
ENSG00000273571	7
ENSG00000276100	7
ENSG00000274606	7
ENSG00000228368	7
ENSG00000196440	X
ENSG00000213050	7
ENSG00000226367	7
ENSG00000249021	5
ENSG00000047188	5
ENSG00000274344	7
ENSG00000275054	7
ENSG00000227532	7
ENSG00000278526	7
ENSG00000278482	7
ENSG00000235129	2
ENSG00000230785	7
ENSG00000279856	16
ENSG00000275597	2
ENSG00000215319	X
ENSG00000230326	X
ENSG00000237085	2
ENSG00000206844	X
ENSG00000234469	X
ENSG00000230595	2
ENSG00000225076	X
ENSG00000231848	2
ENSG00000224042	7
ENSG00000229682	2
ENSG00000184905	X
ENSG00000140718	16
ENSG00000230605	7
ENSG00000179292	11
ENSG00000201354	7
ENSG00000240173	7
ENSG00000254458	11
ENSG00000104879	19
ENSG00000133597	7
ENSG00000204071	X
ENSG00000174807	11
ENSG00000177300	4
ENSG00000197057	4
ENSG00000174791	11
ENSG00000135951	2
ENSG00000184515	X
ENSG00000112584	6
ENSG00000148356	9
ENSG00000267005	19
ENSG00000281333	12
ENSG00000157514	X
ENSG00000083845	19
ENSG00000253227	8
ENSG00000139292	12
ENSG00000215288	8
ENSG00000253845	8
ENSG00000258525	14
ENSG00000155097	8
ENSG00000090266	7
ENSG00000196792	14
ENSG00000254756	11
ENSG00000174744	11
ENSG00000137462	4
ENSG00000244281	3
ENSG00000182921	3
ENSG00000240752	3
ENSG00000144677	3
ENSG00000080709	5
ENSG00000163104	4
ENSG00000269473	19
ENSG00000170935	X
ENSG00000142273	19
ENSG00000101935	X
ENSG00000096060	6
ENSG00000240889	7
ENSG00000157764	7
ENSG00000279225	16
ENSG00000237901	16
ENSG00000261082	16
ENSG00000186416	X
ENSG00000179588	16
ENSG00000146151	6
ENSG00000174684	11
ENSG00000104490	8
ENSG00000255468	11
ENSG00000267725	19
ENSG00000258886	14
ENSG00000131508	5
ENSG00000269124	19
ENSG00000279405	19
ENSG00000258968	14
ENSG00000213908	19
ENSG00000174669	11
ENSG00000258640	14
ENSG00000207440	14
ENSG00000202402	14
ENSG00000257831	14
ENSG00000169933	X
ENSG00000270248	19
ENSG00000199291	14
ENSG00000105398	19
ENSG00000103187	16
ENSG00000072110	14
ENSG00000276578	19
ENSG00000268101	19
ENSG00000167633	19
ENSG00000261010	16
ENSG00000158748	1
ENSG00000276571	16
ENSG00000102996	16
ENSG00000163935	3
ENSG00000235643	1
ENSG00000198814	X
ENSG00000225196	1
ENSG00000259802	5
ENSG00000249089	5
ENSG00000251395	5
ENSG00000170776	15
ENSG00000248474	5
ENSG00000130762	1
ENSG00000251400	5
ENSG00000146006	5
ENSG00000225652	10
ENSG00000165471	10
ENSG00000145780	5
ENSG00000278341	16
ENSG00000259804	16
ENSG00000259863	2
ENSG00000249071	5
ENSG00000272814	2
ENSG00000257715	12
ENSG00000214429	2
ENSG00000103121	16
ENSG00000233671	2
ENSG00000179195	12
ENSG00000237722	2
ENSG00000082068	5
ENSG00000230140	2
ENSG00000023839	10
ENSG00000179934	3
ENSG00000135622	2
ENSG00000276918	11
ENSG00000244183	3
ENSG00000254736	11
ENSG00000202317	11
ENSG00000174576	11
ENSG00000253564	8
ENSG00000169026	4
ENSG00000111863	6
ENSG00000185008	3
ENSG00000162444	1
ENSG00000175115	11
ENSG00000253885	8
ENSG00000253942	8
ENSG00000104537	8
ENSG00000279169	1
ENSG00000256502	12
ENSG00000270095	12
ENSG00000269032	19
ENSG00000279625	1
ENSG00000249196	12
ENSG00000271299	19
ENSG00000180758	1
ENSG00000250862	5
ENSG00000250080	5
ENSG00000105668	19
ENSG00000248709	5
ENSG00000257386	12
ENSG00000231219	1
ENSG00000246214	5
ENSG00000249605	5
ENSG00000136021	12
ENSG00000226339	X
ENSG00000184677	1
ENSG00000201518	X
ENSG00000102038	X
ENSG00000248758	5
ENSG00000135346	6
ENSG00000213891	5
ENSG00000250482	5
ENSG00000172239	5
ENSG00000225669	2
ENSG00000270437	2
ENSG00000238250	2
ENSG00000269509	19
ENSG00000232713	2
ENSG00000102978	16
ENSG00000228615	2
ENSG00000189014	10
ENSG00000231851	2
ENSG00000276544	10
ENSG00000126261	19
ENSG00000226964	10
ENSG00000276850	10
ENSG00000168743	4
ENSG00000023287	8
ENSG00000122194	6
ENSG00000264717	10
ENSG00000236837	2
ENSG00000233850	2
ENSG00000214525	2
ENSG00000273760	10
ENSG00000276430	10
ENSG00000233694	2
ENSG00000224679	2
ENSG00000271932	7
ENSG00000201548	10
ENSG00000271611	7
ENSG00000257456	12
ENSG00000242703	7
ENSG00000230679	1
ENSG00000204022	10
ENSG00000214043	12
ENSG00000250230	11
ENSG00000090263	7
ENSG00000270136	1
ENSG00000264324	2
ENSG00000243742	11
ENSG00000237205	10
ENSG00000182333	10
ENSG00000255947	11
ENSG00000134780	11
ENSG00000118900	16
ENSG00000135953	2
ENSG00000262543	6
ENSG00000214113	6
ENSG00000105865	7
ENSG00000132879	1
ENSG00000239472	6
ENSG00000215057	6
ENSG00000248599	8
ENSG00000124785	6
ENSG00000231331	2
ENSG00000115665	2
ENSG00000252170	X
ENSG00000240271	8
ENSG00000124915	11
ENSG00000248050	8
ENSG00000263572	6
ENSG00000122126	X
ENSG00000241216	6
ENSG00000253398	8
ENSG00000270992	7
ENSG00000124491	6
ENSG00000165078	8
ENSG00000158516	7
ENSG00000244436	12
ENSG00000242911	3
ENSG00000170890	12
ENSG00000240404	3
ENSG00000271408	10
ENSG00000134825	11
ENSG00000226358	10
ENSG00000281392	3
ENSG00000235150	10
ENSG00000173239	10
ENSG00000189002	3
ENSG00000271174	3
ENSG00000243715	3
ENSG00000239767	3
ENSG00000251680	5
ENSG00000246777	16
ENSG00000255595	12
ENSG00000125538	2
ENSG00000168496	11
ENSG00000114738	3
ENSG00000204020	10
ENSG00000261039	6
ENSG00000167264	16
ENSG00000226445	6
ENSG00000064652	5
ENSG00000200887	10
ENSG00000230125	10
ENSG00000253726	8
ENSG00000259994	10
ENSG00000233085	6
ENSG00000111452	12
ENSG00000253178	8
ENSG00000224999	6
ENSG00000250833	10
ENSG00000254113	8
ENSG00000276302	6
ENSG00000241621	10
ENSG00000187545	1
ENSG00000242970	8
ENSG00000128510	7
ENSG00000239625	10
ENSG00000253495	8
ENSG00000149485	11
ENSG00000214434	10
ENSG00000273712	6
ENSG00000235679	10
ENSG00000270326	6
ENSG00000155087	8
ENSG00000224473	10
ENSG00000216802	6
ENSG00000225177	6
ENSG00000107968	10
ENSG00000197838	19
ENSG00000224621	1
ENSG00000263443	8
ENSG00000013563	X
ENSG00000279968	6
ENSG00000239810	1
ENSG00000164932	8
ENSG00000225415	6
ENSG00000220600	6
ENSG00000024862	6
ENSG00000188334	19
ENSG00000116721	1
ENSG00000213778	10
ENSG00000228800	10
ENSG00000239744	10
ENSG00000230298	10
ENSG00000203690	6
ENSG00000226734	10
ENSG00000221957	19
ENSG00000228417	10
ENSG00000254347	8
ENSG00000214067	10
ENSG00000241961	8
ENSG00000253717	8
ENSG00000150938	2
ENSG00000119953	10
ENSG00000253454	8
ENSG00000215785	1
ENSG00000125386	4
ENSG00000253991	8
ENSG00000226360	3
ENSG00000091704	7
ENSG00000239917	8
ENSG00000197050	19
ENSG00000164758	8
ENSG00000113966	3
ENSG00000131697	1
ENSG00000219249	6
ENSG00000265558	6
ENSG00000175449	5
ENSG00000233893	6
ENSG00000216471	6
ENSG00000212333	6
ENSG00000219284	6
ENSG00000218187	6
ENSG00000260212	6
ENSG00000219699	6
ENSG00000267296	19
ENSG00000254041	8
ENSG00000281248	6
ENSG00000241942	8
ENSG00000273143	10
ENSG00000274493	6
ENSG00000249471	19
ENSG00000272502	8
ENSG00000243955	6
ENSG00000237642	10
ENSG00000138166	10
ENSG00000271219	8
ENSG00000259920	7
ENSG00000272701	7
ENSG00000280064	8
ENSG00000121039	8
ENSG00000145721	5
ENSG00000125962	X
ENSG00000106484	7
ENSG00000269600	19
ENSG00000206538	3
ENSG00000260101	2
ENSG00000107951	10
ENSG00000230789	5
ENSG00000204611	19
ENSG00000251387	5
ENSG00000089682	X
ENSG00000163541	2
ENSG00000249829	5
ENSG00000164961	8
ENSG00000251066	5
ENSG00000249380	5
ENSG00000279118	5
ENSG00000250347	5
ENSG00000223622	6
ENSG00000253865	5
ENSG00000182793	6
ENSG00000135077	5
ENSG00000137822	15
ENSG00000114480	3
ENSG00000230375	6
ENSG00000196263	19
ENSG00000230845	6
ENSG00000096264	6
ENSG00000160219	X
ENSG00000228395	9
ENSG00000238406	9
ENSG00000206855	10
ENSG00000214875	10
ENSG00000279284	6
ENSG00000229001	10
ENSG00000280371	6
ENSG00000224910	19
ENSG00000122862	10
ENSG00000226917	6
ENSG00000223409	3
ENSG00000243295	3
ENSG00000197694	9
ENSG00000266494	6
ENSG00000146039	6
ENSG00000274008	10
ENSG00000233163	10
ENSG00000272239	5
ENSG00000249607	5
ENSG00000240951	3
ENSG00000215325	5
ENSG00000265190	10
ENSG00000239699	3
ENSG00000011485	19
ENSG00000221968	11
ENSG00000243877	3
ENSG00000249363	5
ENSG00000240573	3
ENSG00000279979	5
ENSG00000223652	5
ENSG00000233955	2
ENSG00000088538	3
ENSG00000173930	5
ENSG00000236533	2
ENSG00000272861	2
ENSG00000225991	2
ENSG00000204640	2
ENSG00000124568	6
ENSG00000206948	X
ENSG00000206693	X
ENSG00000234169	2
ENSG00000203870	X
ENSG00000223703	2
ENSG00000221533	X
ENSG00000251135	5
ENSG00000231570	2
ENSG00000102362	X
ENSG00000244061	5
ENSG00000257890	12
ENSG00000251293	5
ENSG00000243466	2
ENSG00000280150	12
ENSG00000111537	12
ENSG00000113532	5
ENSG00000227157	2
ENSG00000236109	2
ENSG00000253821	8
ENSG00000227864	X
ENSG00000250423	X
ENSG00000254357	8
ENSG00000204130	10
ENSG00000253644	8
ENSG00000143924	2
ENSG00000255310	8
ENSG00000255413	8
ENSG00000249774	5
ENSG00000205022	16
ENSG00000147509	8
ENSG00000047644	X
ENSG00000250402	5
ENSG00000213585	5
ENSG00000225952	1
ENSG00000172986	3
ENSG00000280222	1
ENSG00000258171	12
ENSG00000124564	6
ENSG00000188807	1
ENSG00000184209	12
ENSG00000261151	16
ENSG00000259864	16
ENSG00000166143	15
ENSG00000259711	16
ENSG00000241111	3
ENSG00000261471	16
ENSG00000260237	16
ENSG00000242705	3
ENSG00000260812	16
ENSG00000277746	3
ENSG00000280152	16
ENSG00000237456	3
ENSG00000261095	16
ENSG00000154102	16
ENSG00000257958	12
ENSG00000178718	15
ENSG00000184056	15
ENSG00000134970	5
ENSG00000153558	3
ENSG00000189238	12
ENSG00000277892	11
ENSG00000167994	11
ENSG00000186367	5
ENSG00000239528	5
ENSG00000251648	5
ENSG00000204131	X
ENSG00000261651	16
ENSG00000248257	19
ENSG00000225147	5
ENSG00000268388	16
ENSG00000249803	5
ENSG00000267827	19
ENSG00000227634	1
ENSG00000267224	19
ENSG00000270212	19
ENSG00000279130	5
ENSG00000268083	19
ENSG00000272772	5
ENSG00000249582	5
ENSG00000268458	19
ENSG00000196233	10
ENSG00000268810	19
ENSG00000253513	8
ENSG00000253556	8
ENSG00000240403	19
ENSG00000204382	X
ENSG00000164308	5
ENSG00000275040	16
ENSG00000275393	16
ENSG00000253176	8
ENSG00000198793	1
ENSG00000260923	16
ENSG00000200898	11
ENSG00000230169	8
ENSG00000242387	6
ENSG00000124920	11
ENSG00000253173	8
ENSG00000277410	6
ENSG00000112343	6
ENSG00000034677	8
ENSG00000279378	16
ENSG00000272558	6
ENSG00000272810	6
ENSG00000224447	6
ENSG00000124610	6
ENSG00000224440	X
ENSG00000129993	16
ENSG00000235486	2
ENSG00000275714	6
ENSG00000151532	10
ENSG00000278637	6
ENSG00000278463	6
ENSG00000089472	X
ENSG00000276410	6
